api_name,api_type,specs,version_added
MessagePort.onmessage,Property,HTML5 Web Messaging,12
MessagePort,Interface,HTML5 Web Messaging,12
AbstractWorker.onerror,Property,Web Workers,12
AbstractWorker,Interface,Web Workers,12
ErrorEvent.initErrorEvent,Method,Web Workers,12
ErrorEvent.colno,Property,Web Workers,12
ErrorEvent.error,Property,Web Workers,12
ErrorEvent.filename,Property,Web Workers,12
ErrorEvent.lineno,Property,Web Workers,12
ErrorEvent.message,Property,Web Workers,12
ErrorEvent,Interface,Web Workers,12
Worker.error,Event,Web Workers,12
Worker.message,Event,Web Workers,12
Worker.postMessage,Method,Web Workers,12
Worker.terminate,Method,Web Workers,12
Worker.onmessage,Property,Web Workers,12
Worker,Interface,Web Workers,12
FormData.append,Method,XMLHttpRequest ,12
FormData,Interface,XMLHttpRequest ,12
XMLHttpRequest.abort,Event,XMLHttpRequest ,12
XMLHttpRequest.error,Event,XMLHttpRequest ,12
XMLHttpRequest.loadend,Event,XMLHttpRequest ,12
XMLHttpRequest.loadstart,Event,XMLHttpRequest ,12
XMLHttpRequest.load,Event,XMLHttpRequest ,12
XMLHttpRequest.progress,Event,XMLHttpRequest ,12
XMLHttpRequest.readystatechange,Event,XMLHttpRequest ,12
XMLHttpRequest.timeout,Event,XMLHttpRequest ,12
XMLHttpRequest.abort,Method,XMLHttpRequest ,12
XMLHttpRequest.create,Method,XMLHttpRequest ,12
XMLHttpRequest.getAllResponseHeaders,Method,XMLHttpRequest ,12
XMLHttpRequest.getResponseHeader,Method,XMLHttpRequest ,12
XMLHttpRequest.msCachingEnabled,Method,XMLHttpRequest ,12
XMLHttpRequest.open,Method,XMLHttpRequest ,12
XMLHttpRequest.overrideMimeType,Method,XMLHttpRequest ,12
XMLHttpRequest.send,Method,XMLHttpRequest ,12
XMLHttpRequest.setRequestHeader,Method,XMLHttpRequest ,12
XMLHttpRequest.msCaching,Property,XMLHttpRequest ,12
XMLHttpRequest.onreadystatechange,Property,XMLHttpRequest ,12
XMLHttpRequest.readyState,Property,XMLHttpRequest ,12
XMLHttpRequest.responseBody,Property,XMLHttpRequest ,12
XMLHttpRequest.responseText,Property,XMLHttpRequest ,12
XMLHttpRequest.responseType,Property,XMLHttpRequest ,12
XMLHttpRequest.responseXML,Property,XMLHttpRequest ,12
XMLHttpRequest.response,Property,XMLHttpRequest ,12
XMLHttpRequest.statusText,Property,XMLHttpRequest ,12
XMLHttpRequest.status,Property,XMLHttpRequest ,12
XMLHttpRequest.timeout,Property,XMLHttpRequest ,12
XMLHttpRequest.upload,Property,XMLHttpRequest ,12
XMLHttpRequest.withCredentials,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.onabort,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.onerror,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.onloadend,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.onloadstart,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.onload,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.onprogress,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget.ontimeout,Property,XMLHttpRequest ,12
XMLHttpRequestEventTarget,Interface,XMLHttpRequest ,12
XMLHttpRequestUpload.abort,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.error,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.loadend,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.loadstart,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.load,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.progress,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.readystatechange,Event,XMLHttpRequest ,12
XMLHttpRequestUpload.timeout,Event,XMLHttpRequest ,12
XMLHttpRequestUpload,Interface,XMLHttpRequest ,12
XMLHttpRequest,Interface,XMLHttpRequest ,12
XPathEvaluator.createExpression,Method,XML Path Language (XPath) ,12
XPathEvaluator.createNSResolver,Method,XML Path Language (XPath) ,12
XPathEvaluator.evaluate,Method,XML Path Language (XPath) ,12
XPathEvaluator,Interface,XML Path Language (XPath) ,12
XPathExpression.evaluate,Method,XML Path Language (XPath) ,12
XPathExpression,Interface,XML Path Language (XPath) ,12
XPathNSResolver.lookupNamespaceURI,Method,XML Path Language (XPath) ,12
XPathNSResolver,Interface,XML Path Language (XPath) ,12
XPathResult.iterateNext,Method,XML Path Language (XPath) ,12
XPathResult.snapshotItem,Method,XML Path Language (XPath) ,12
XPathResult.booleanValue,Property,XML Path Language (XPath) ,12
XPathResult.invalidIteratorState,Property,XML Path Language (XPath) ,12
XPathResult.numberValue,Property,XML Path Language (XPath) ,12
XPathResult.resultType,Property,XML Path Language (XPath) ,12
XPathResult.singleNodeValue,Property,XML Path Language (XPath) ,12
XPathResult.snapshotLength,Property,XML Path Language (XPath) ,12
XPathResult.stringValue,Property,XML Path Language (XPath) ,12
XPathResult,Interface,XML Path Language (XPath) ,12
MSBaseReader.abort,Method,None,12
MSBaseReader.onabort,Property,None,12
MSBaseReader.onerror,Property,None,12
MSBaseReader.onloadend,Property,None,12
MSBaseReader.onloadstart,Property,None,12
MSBaseReader.onload,Property,None,12
MSBaseReader.onprogress,Property,None,12
MSBaseReader.readyState,Property,None,12
MSBaseReader.result,Property,None,12
MSBaseReader,Interface,None,12
AriaRequestEvent.attributeName,Property,none,12
AriaRequestEvent.attributeValue,Property,none,12
AriaRequestEvent,Interface,none,12
CommandEvent.commandName,Property,none,12
CommandEvent.detail,Property,none,12
CommandEvent,Interface,none,12
Console.assert,Method,none,12
Console.clear,Method,none,12
Console.count,Method,none,12
Console.debug,Method,none,12
Console.dirxml,Method,none,12
Console.dir,Method,none,12
Console.error,Method,none,12
Console.groupCollapsed,Method,none,12
Console.groupEnd,Method,none,12
Console.group,Method,none,12
Console.info,Method,none,12
Console.log,Method,none,12
Console.msIsIndependentlyComposed,Method,none,12
Console.profileEnd,Method,none,12
Console.profile,Method,none,12
Console.select,Method,none,12
Console.timeEnd,Method,none,12
Console.time,Method,none,12
Console.trace,Method,none,12
Console.warn,Method,none,12
Console,Interface,none,12
DeferredPermissionRequest.allow,Method,none,12
DeferredPermissionRequest.deny,Method,none,12
DeferredPermissionRequest.id,Property,none,12
DeferredPermissionRequest.type,Property,none,12
DeferredPermissionRequest.uri,Property,none,12
DeferredPermissionRequest,Interface,none,12
HTMLBlockElement.address,element,none,12
HTMLBlockElement.blockquote,element,none,12
HTMLBlockElement.center,element,none,12
HTMLBlockElement.keygen,element,none,12
HTMLBlockElement.listing,element,none,12
HTMLBlockElement.plaintext,element,none,12
HTMLBlockElement.xmp,element,none,12
HTMLBlockElement.cite,Property,none,12
HTMLBlockElement.clear,Property,none,12
HTMLBlockElement.width,Property,none,12
HTMLBlockElement,Interface,none,12
LongRunningScriptDetectedEvent.executionTime,Property,none,12
LongRunningScriptDetectedEvent.stopPageScriptExecution,Property,none,12
LongRunningScriptDetectedEvent,Interface,none,12
MSApp.clearTemporaryWebDataAsync,Method,none,12
MSApp.createBlobFromRandomAccessStream,Method,none,12
MSApp.createDataPackageFromSelection,Method,none,12
MSApp.createDataPackage,Method,none,12
MSApp.createFileFromStorageFile,Method,none,12
MSApp.createStreamFromInputStream,Method,none,12
MSApp.execAsyncAtPriority,Method,none,12
MSApp.execAtPriority,Method,none,12
MSApp.getCurrentPriority,Method,none,12
MSApp.getHtmlPrintDocumentSourceAsync,Method,none,12
MSApp.getViewId,Method,none,12
MSApp.isTaskScheduledAtPriorityOrHigher,Method,none,12
MSApp.pageHandlesAllApplicationActivations,Method,none,12
MSApp.suppressSubdownloadCredentialPrompts,Method,none,12
MSApp.terminateApp,Method,none,12
MSAppAsyncOperation.complete,Event,none,12
MSAppAsyncOperation.error,Event,none,12
MSAppAsyncOperation.start,Method,none,12
MSAppAsyncOperation.error,Property,none,12
MSAppAsyncOperation.oncomplete,Property,none,12
MSAppAsyncOperation.onerror,Property,none,12
MSAppAsyncOperation.readyState,Property,none,12
MSAppAsyncOperation.result,Property,none,12
MSAppAsyncOperation,Interface,none,12
MSApp,Interface,none,12
MSBlobBuilder.append,Method,none,12
MSBlobBuilder.getBlob,Method,none,12
MSBlobBuilder,Interface,none,12
MSGesture.addPointer,Method,none,12
MSGesture.stop,Method,none,12
MSGesture.target,Property,none,12
MSGestureEvent.initGestureEvent,Method,none,12
MSGestureEvent.clientX,Property,none,12
MSGestureEvent.clientY,Property,none,12
MSGestureEvent.expansion,Property,none,12
MSGestureEvent.gestureObject,Property,none,12
MSGestureEvent.hwTimestamp,Property,none,12
MSGestureEvent.offsetX,Property,none,12
MSGestureEvent.offsetY,Property,none,12
MSGestureEvent.rotation,Property,none,12
MSGestureEvent.scale,Property,none,12
MSGestureEvent.screenX,Property,none,12
MSGestureEvent.screenY,Property,none,12
MSGestureEvent.translationX,Property,none,12
MSGestureEvent.translationY,Property,none,12
MSGestureEvent.velocityAngular,Property,none,12
MSGestureEvent.velocityExpansion,Property,none,12
MSGestureEvent.velocityX,Property,none,12
MSGestureEvent.velocityY,Property,none,12
MSGestureEvent,Interface,none,12
MSGesture,Interface,none,12
MSHTMLWebViewElement.MSWebViewContainsFullScreenElementChanged,Event,none,12
MSHTMLWebViewElement.MSWebViewContentLoading,Event,none,12
MSHTMLWebViewElement.MSWebViewDOMContentLoaded,Event,none,12
MSHTMLWebViewElement.MSWebViewFrameContentLoading,Event,none,12
MSHTMLWebViewElement.MSWebViewFrameDOMContentLoaded,Event,none,12
MSHTMLWebViewElement.MSWebViewFrameNavigationCompleted,Event,none,12
MSHTMLWebViewElement.MSWebViewFrameNavigationStarting,Event,none,12
MSHTMLWebViewElement.MSWebViewLongRunningScriptDetected,Event,none,12
MSHTMLWebViewElement.MSWebViewNavigationCompleted,Event,none,12
MSHTMLWebViewElement.MSWebViewNavigationStarting,Event,none,12
MSHTMLWebViewElement.MSWebViewNewWindowRequested,Event,none,12
MSHTMLWebViewElement.MSWebViewPermissionRequested,Event,none,12
MSHTMLWebViewElement.MSWebViewScriptNotify,Event,none,12
MSHTMLWebViewElement.MSWebViewUnsafeContentWarningDisplaying,Event,none,12
MSHTMLWebViewElement.MSWebViewUnsupportedUriSchemeIdentified,Event,none,12
MSHTMLWebViewElement.MSWebViewUnviewableContentIdentified,Event,none,12
MSHTMLWebViewElement.addWebAllowedObject,Method,none,12
MSHTMLWebViewElement.buildLocalStreamUri,Method,none,12
MSHTMLWebViewElement.capturePreviewToBlobAsync,Method,none,12
MSHTMLWebViewElement.captureSelectedContentToDataPackageAsync,Method,none,12
MSHTMLWebViewElement.getDeferredPermissionRequestById,Method,none,12
MSHTMLWebViewElement.getDeferredPermissionRequests,Method,none,12
MSHTMLWebViewElement.goBack,Method,none,12
MSHTMLWebViewElement.goForward,Method,none,12
MSHTMLWebViewElement.invokeScriptAsync,Method,none,12
MSHTMLWebViewElement.navigateToLocalStreamUri,Method,none,12
MSHTMLWebViewElement.navigateToString,Method,none,12
MSHTMLWebViewElement.navigateWithHttpRequestMessage,Method,none,12
MSHTMLWebViewElement.navigate,Method,none,12
MSHTMLWebViewElement.refresh,Method,none,12
MSHTMLWebViewElement.stop,Method,none,12
MSHTMLWebViewElement.canGoBack,Property,none,12
MSHTMLWebViewElement.canGoForward,Property,none,12
MSHTMLWebViewElement.containsFullScreenElement,Property,none,12
MSHTMLWebViewElement.documentTitle,Property,none,12
MSHTMLWebViewElement.height,Property,none,12
MSHTMLWebViewElement.settings,Property,none,12
MSHTMLWebViewElement.src,Property,none,12
MSHTMLWebViewElement.width,Property,none,12
MSHTMLWebViewElement,Interface,none,12
MSHTMLWebViewElement,Interface,none,12
MSHeaderFooter.URL,Property,none,12
MSHeaderFooter.dateLong,Property,none,12
MSHeaderFooter.dateShort,Property,none,12
MSHeaderFooter.font,Property,none,12
MSHeaderFooter.htmlFoot,Property,none,12
MSHeaderFooter.htmlHead,Property,none,12
MSHeaderFooter.pageTotal,Property,none,12
MSHeaderFooter.page,Property,none,12
MSHeaderFooter.textFoot,Property,none,12
MSHeaderFooter.textHead,Property,none,12
MSHeaderFooter.timeLong,Property,none,12
MSHeaderFooter.timeShort,Property,none,12
MSHeaderFooter.title,Property,none,12
MSHeaderFooter,Interface,none,12
MSManipulationEvent.initMSManipulationEvent,Method,none,12
MSManipulationEvent.currentState,Property,none,12
MSManipulationEvent.inertiaDestinationX,Property,none,12
MSManipulationEvent.inertiaDestinationY,Property,none,12
MSManipulationEvent.lastState,Property,none,12
MSManipulationEvent,Interface,none,12
MSPrintManagerTemplatePrinter.drawPreviewPage,Method,none,12
MSPrintManagerTemplatePrinter.endPrint,Method,none,12
MSPrintManagerTemplatePrinter.getPrintTaskOptionValue,Method,none,12
MSPrintManagerTemplatePrinter.invalidatePreview,Method,none,12
MSPrintManagerTemplatePrinter.setPageCount,Method,none,12
MSPrintManagerTemplatePrinter.startPrint,Method,none,12
MSPrintManagerTemplatePrinter.percentScale,Property,none,12
MSPrintManagerTemplatePrinter.showHeaderFooter,Property,none,12
MSPrintManagerTemplatePrinter.shrinkToFit,Property,none,12
MSPrintManagerTemplatePrinter,Interface,none,12
MSRangeCollection.item,Method,none,12
MSRangeCollection.length,Property,none,12
MSRangeCollection,Interface,none,12
MSSiteModeEvent.actionURL,Property,none,12
MSSiteModeEvent.buttonID,Property,none,12
MSSiteModeEvent,Interface,none,12
MSStream.msClose,Method,none,12
MSStream.msDetachStream,Method,none,12
MSStream.type,Property,none,12
MSStreamReader.abort,Event,none,12
MSStreamReader.error,Event,none,12
MSStreamReader.loadend,Event,none,12
MSStreamReader.loadstart,Event,none,12
MSStreamReader.load,Event,none,12
MSStreamReader.progress,Event,none,12
MSStreamReader.readAsArrayBuffer,Method,none,12
MSStreamReader.readAsBinaryString,Method,none,12
MSStreamReader.readAsBlob,Method,none,12
MSStreamReader.readAsDataURL,Method,none,12
MSStreamReader.readAsText,Method,none,12
MSStreamReader.error,Property,none,12
MSStreamReader,Interface,none,12
MSStream,Interface,none,12
MSTemplatePrinter.createHeaderFooter,Method,none,12
MSTemplatePrinter.deviceSupports,Method,none,12
MSTemplatePrinter.ensurePrintDialogDefaults,Method,none,12
MSTemplatePrinter.getPageMarginBottomImportant,Method,none,12
MSTemplatePrinter.getPageMarginBottom,Method,none,12
MSTemplatePrinter.getPageMarginLeftImportant,Method,none,12
MSTemplatePrinter.getPageMarginLeft,Method,none,12
MSTemplatePrinter.getPageMarginRightImportant,Method,none,12
MSTemplatePrinter.getPageMarginRight,Method,none,12
MSTemplatePrinter.getPageMarginTopImportant,Method,none,12
MSTemplatePrinter.getPageMarginTop,Method,none,12
MSTemplatePrinter.printBlankPage,Method,none,12
MSTemplatePrinter.printNonNativeFrames,Method,none,12
MSTemplatePrinter.printNonNative,Method,none,12
MSTemplatePrinter.printPage,Method,none,12
MSTemplatePrinter.showPageSetupDialog,Method,none,12
MSTemplatePrinter.showPrintDialog,Method,none,12
MSTemplatePrinter.startDoc,Method,none,12
MSTemplatePrinter.stopDoc,Method,none,12
MSTemplatePrinter.updatePageStatus,Method,none,12
MSTemplatePrinter.collate,Property,none,12
MSTemplatePrinter.copies,Property,none,12
MSTemplatePrinter.currentPageAvail,Property,none,12
MSTemplatePrinter.currentPage,Property,none,12
MSTemplatePrinter.duplex,Property,none,12
MSTemplatePrinter.footer,Property,none,12
MSTemplatePrinter.frameActiveEnabled,Property,none,12
MSTemplatePrinter.frameActive,Property,none,12
MSTemplatePrinter.frameAsShown,Property,none,12
MSTemplatePrinter.framesetDocument,Property,none,12
MSTemplatePrinter.headerFooterFont,Property,none,12
MSTemplatePrinter.header,Property,none,12
MSTemplatePrinter.marginBottom,Property,none,12
MSTemplatePrinter.marginLeft,Property,none,12
MSTemplatePrinter.marginRight,Property,none,12
MSTemplatePrinter.marginTop,Property,none,12
MSTemplatePrinter.orientation,Property,none,12
MSTemplatePrinter.pageFrom,Property,none,12
MSTemplatePrinter.pageHeight,Property,none,12
MSTemplatePrinter.pageTo,Property,none,12
MSTemplatePrinter.pageWidth,Property,none,12
MSTemplatePrinter.selectedPages,Property,none,12
MSTemplatePrinter.selectionEnabled,Property,none,12
MSTemplatePrinter.selection,Property,none,12
MSTemplatePrinter.unprintableBottom,Property,none,12
MSTemplatePrinter.unprintableLeft,Property,none,12
MSTemplatePrinter.unprintableRight,Property,none,12
MSTemplatePrinter.unprintableTop,Property,none,12
MSTemplatePrinter.usePrinterCopyCollate,Property,none,12
MSTemplatePrinter,Interface,none,12
MSWebViewAsyncOperation.complete,Event,none,12
MSWebViewAsyncOperation.error,Event,none,12
MSWebViewAsyncOperation.start,Method,none,12
MSWebViewAsyncOperation.error,Property,none,12
MSWebViewAsyncOperation.oncomplete,Property,none,12
MSWebViewAsyncOperation.onerror,Property,none,12
MSWebViewAsyncOperation.readyState,Property,none,12
MSWebViewAsyncOperation.result,Property,none,12
MSWebViewAsyncOperation.target,Property,none,12
MSWebViewAsyncOperation.type,Property,none,12
MSWebViewAsyncOperation,Interface,none,12
MSWebViewSettings.isIndexedDBEnabled,Property,none,12
MSWebViewSettings.isJavaScriptEnabled,Property,none,12
MSWebViewSettings,Interface,none,12
NavigationCompletedEvent.isSuccess,Property,none,12
NavigationCompletedEvent.webErrorStatus,Property,none,12
NavigationCompletedEvent,Interface,none,12
NavigationEvent.uri,Property,none,12
NavigationEventWithReferrer.referer,Property,none,12
NavigationEventWithReferrer,Interface,none,12
NavigationEvent,Interface,none,12
PerfWidgetExternal.addEventListener,Method,none,12
PerfWidgetExternal.getMemoryUsage,Method,none,12
PerfWidgetExternal.getProcessCpuUsage,Method,none,12
PerfWidgetExternal.getRecentCpuUsage,Method,none,12
PerfWidgetExternal.getRecentFrames,Method,none,12
PerfWidgetExternal.getRecentMemoryUsage,Method,none,12
PerfWidgetExternal.getRecentPaintRequests,Method,none,12
PerfWidgetExternal.removeEventListener,Method,none,12
PerfWidgetExternal.repositionWindow,Method,none,12
PerfWidgetExternal.resizeWindow,Method,none,12
PerfWidgetExternal.activeNetworkRequestCount,Property,none,12
PerfWidgetExternal.averageFrameTime,Property,none,12
PerfWidgetExternal.averagePaintTime,Property,none,12
PerfWidgetExternal.extraInformationEnabled,Property,none,12
PerfWidgetExternal.independentRenderingEnabled,Property,none,12
PerfWidgetExternal.irDisablingContentString,Property,none,12
PerfWidgetExternal.irStatusAvailable,Property,none,12
PerfWidgetExternal.maxCpuSpeed,Property,none,12
PerfWidgetExternal.paintRequestsPerSecond,Property,none,12
PerfWidgetExternal.performanceCounterFrequency,Property,none,12
PerfWidgetExternal.performanceCounter,Property,none,12
PerfWidgetExternal,Interface,none,12
PermissionRequest.defer,Method,none,12
PermissionRequest.state,Property,none,12
PermissionRequestedEvent.permissionRequest,Property,none,12
PermissionRequestedEvent,Interface,none,12
PermissionRequest,Interface,none,12
ScriptNotifyEvent.callingUri,Property,none,12
ScriptNotifyEvent.value,Property,none,12
ScriptNotifyEvent,Interface,none,12
StyleMedia.matchMedium,Method,none,12
StyleMedia.type,Property,none,12
StyleMedia,Interface,none,12
StyleSheetPageList.item,Method,none,12
StyleSheetPageList.length,Property,none,12
StyleSheetPageList,Interface,none,12
TextEvent.initTextEvent,Method,none,12
TextEvent.data,Property,none,12
TextEvent.inputMethod,Property,none,12
TextEvent.locale,Property,none,12
TextEvent,Interface,none,12
UnviewableContentIdentifiedEvent.mediaType,Property,none,12
UnviewableContentIdentifiedEvent,Interface,none,12
WebKitCSSMatrix.inverse,Method,none,12
WebKitCSSMatrix.multiply,Method,none,12
WebKitCSSMatrix.rotateAxisAngle,Method,none,12
WebKitCSSMatrix.rotate,Method,none,12
WebKitCSSMatrix.scale,Method,none,12
WebKitCSSMatrix.setMatrixValue,Method,none,12
WebKitCSSMatrix.skewX,Method,none,12
WebKitCSSMatrix.skewY,Method,none,12
WebKitCSSMatrix.toString,Method,none,12
WebKitCSSMatrix.translate,Method,none,12
WebKitCSSMatrix.a,Property,none,12
WebKitCSSMatrix.b,Property,none,12
WebKitCSSMatrix.c,Property,none,12
WebKitCSSMatrix.d,Property,none,12
WebKitCSSMatrix.e,Property,none,12
WebKitCSSMatrix.f,Property,none,12
WebKitCSSMatrix.m11,Property,none,12
WebKitCSSMatrix.m12,Property,none,12
WebKitCSSMatrix.m13,Property,none,12
WebKitCSSMatrix.m14,Property,none,12
WebKitCSSMatrix.m21,Property,none,12
WebKitCSSMatrix.m22,Property,none,12
WebKitCSSMatrix.m23,Property,none,12
WebKitCSSMatrix.m24,Property,none,12
WebKitCSSMatrix.m31,Property,none,12
WebKitCSSMatrix.m32,Property,none,12
WebKitCSSMatrix.m33,Property,none,12
WebKitCSSMatrix.m34,Property,none,12
WebKitCSSMatrix.m41,Property,none,12
WebKitCSSMatrix.m42,Property,none,12
WebKitCSSMatrix.m43,Property,none,12
WebKitCSSMatrix.m44,Property,none,12
WebKitCSSMatrix,Interface,none,12
WebKitPoint.x,Property,none,12
WebKitPoint.y,Property,none,12
WebKitPoint,Interface,none,12
WindowConsole.console,Property,none,12
WindowConsole,Interface,none,12
XSLTProcessor.clearParameters,Method,none,12
XSLTProcessor.getParameter,Method,none,12
XSLTProcessor.importStylesheet,Method,none,12
XSLTProcessor.removeParameter,Method,none,12
XSLTProcessor.reset,Method,none,12
XSLTProcessor.setParameter,Method,none,12
XSLTProcessor.transformToDocument,Method,none,12
XSLTProcessor.transformToFragment,Method,none,12
XSLTProcessor,Interface,none,12
OverflowEvent.horizontalOverflow,Property,None,12
OverflowEvent.orient,Property,None,12
OverflowEvent.verticalOverflow,Property,None,12
OverflowEvent,Interface,None,12
AudioBuffer.copyFromChannel,Method,Web Audio API,13
AudioBuffer.copyToChannel,Method,Web Audio API,13
AudioBufferSourceNode.detune,Property,Web Audio API,13
CanvasPathMethod.arcTo,Method,HTML Canvas 2D Context,13
CanvasPathMethod.arc,Method,HTML Canvas 2D Context,13
CanvasPathMethod.bezierCurveTo,Method,HTML Canvas 2D Context,13
CanvasPathMethod.closePath,Method,HTML Canvas 2D Context,13
CanvasPathMethod.ellipse,Method,HTML Canvas 2D Context,13
CanvasPathMethod.lineTo,Method,HTML Canvas 2D Context,13
CanvasPathMethod.moveTo,Method,HTML Canvas 2D Context,13
CanvasPathMethod.quadraticCurveTo,Method,HTML Canvas 2D Context,13
CanvasPathMethod.rect,Method,HTML Canvas 2D Context,13
CanvasPathMethod,Interface,HTML Canvas 2D Context,13
CanvasRenderingContext2D.CanvasPathMethod,implements,HTML Canvas 2D Context,13
CanvasRenderingContext2D,implements,HTML Canvas 2D Context,13
Document.currentScript,Property,DOM 4,13
Document.oninvalid,Property,DOM 4,13
Element.className,Property,DOM 4,13
Element.prefix,Property,DOM 4,13
HTMLMediaElement.encrypted,Event,Encrypted Media Extensions,13
HTMLMediaElement.waitingforkey,Event,Encrypted Media Extensions,13
HTMLMediaElement.setMediaKeys,Method,Encrypted Media Extensions,13
HTMLMediaElement.mediaKeys,Property,Encrypted Media Extensions,13
HTMLMediaElement.onencrypted,Property,Encrypted Media Extensions,13
MediaEncryptedEvent.initDataType,Property,Encrypted Media Extensions,13
MediaEncryptedEvent.initData,Property,Encrypted Media Extensions,13
MediaEncryptedEvent,Interface,Encrypted Media Extensions,13
MediaKeyMessageEvent.messageType,Property,Encrypted Media Extensions,13
MediaKeyMessageEvent.message,Property,Encrypted Media Extensions,13
MediaKeyMessageEvent,Interface,Encrypted Media Extensions,13
MediaKeySession.keystatuseschange,Event,Encrypted Media Extensions,13
MediaKeySession.message,Event,Encrypted Media Extensions,13
MediaKeySession.close,Method,Encrypted Media Extensions,13
MediaKeySession.generateRequest,Method,Encrypted Media Extensions,13
MediaKeySession.load,Method,Encrypted Media Extensions,13
MediaKeySession.remove,Method,Encrypted Media Extensions,13
MediaKeySession.update,Method,Encrypted Media Extensions,13
MediaKeySession.closed,Property,Encrypted Media Extensions,13
MediaKeySession.expiration,Property,Encrypted Media Extensions,13
MediaKeySession.keyStatuses,Property,Encrypted Media Extensions,13
MediaKeySession.sessionId,Property,Encrypted Media Extensions,13
MediaKeySession,Interface,Encrypted Media Extensions,13
MediaKeyStatusMap.forEach,Method,Encrypted Media Extensions,13
MediaKeyStatusMap.get,Method,Encrypted Media Extensions,13
MediaKeyStatusMap.has,Method,Encrypted Media Extensions,13
MediaKeyStatusMap.size,Property,Encrypted Media Extensions,13
MediaKeyStatusMap,Interface,Encrypted Media Extensions,13
MediaKeySystemAccess.createMediaKeys,Method,Encrypted Media Extensions,13
MediaKeySystemAccess.getConfiguration,Method,Encrypted Media Extensions,13
MediaKeySystemAccess.keySystem,Property,Encrypted Media Extensions,13
MediaKeySystemAccess,Interface,Encrypted Media Extensions,13
MediaKeys.createSession,Method,Encrypted Media Extensions,13
MediaKeys.setServerCertificate,Method,Encrypted Media Extensions,13
MediaKeys,Interface,Encrypted Media Extensions,13
Navigator.requestMediaKeySystemAccess,Method,Encrypted Media Extensions,13
File.webkitRelativePath,Property,File API,13
URL.toString,Method,File API,13
URL.hash,Property,File API,13
URL.hostname,Property,File API,13
URL.host,Property,File API,13
URL.href,Property,File API,13
URL.origin,Property,File API,13
URL.password,Property,File API,13
URL.pathname,Property,File API,13
URL.port,Property,File API,13
URL.protocol,Property,File API,13
URL.search,Property,File API,13
URL.username,Property,File API,13
URL,Property,File API,13
HTMLAnchorElement.download,Property,HTML5,13
HTMLAreaElement.download,Property,HTML5,13
HTMLElement.address,element,HTML5,13
HTMLElement.center,element,HTML5,13
HTMLElement.keygen,element,HTML5,13
HTMLElement.plaintext,element,HTML5,13
HTMLElement.oninvalid,Property,HTML5,13
HTMLImageElement.currentSrc,Property,HTML5,13
HTMLImageElement.lowsrc,Property,HTML5,13
HTMLImageElement.sizes,Property,HTML5,13
HTMLInputElement.selectionDirection,Property,HTML5,13
HTMLInputElement.webkitdirectory,Property,HTML5,13
HTMLMeterElement,Interface,HTML5,13
HTMLMeterElement.high,Property,HTML5,13
HTMLMeterElement.low,Property,HTML5,13
HTMLMeterElement.max,Property,HTML5,13
HTMLMeterElement.min,Property,HTML5,13
HTMLMeterElement.optimum,Property,HTML5,13
HTMLMeterElement.value,Property,HTML5,13
HTMLMeterElement,Interface,HTML5,13
HTMLOptionsCollection.add,Method,HTML5,13
HTMLOptionsCollection.remove,Method,HTML5,13
HTMLOptionsCollection.length,Property,HTML5,13
HTMLOptionsCollection.selectedIndex,Property,HTML5,13
HTMLOptionsCollection,Interface,HTML5,13
HTMLPictureElement,picture,HTML5,13
HTMLPictureElement,Interface,HTML5,13
HTMLSelectElement.selectedOptions,Property,HTML5,13
HTMLSourceElement.sizes,Property,HTML5,13
HTMLSourceElement.srcset,Property,HTML5,13
HTMLStyleElement.disabled,Property,HTML5,13
HTMLTemplateElement.content,Property,HTML5,13
HTMLTemplateElement,Interface,HTML5,13
HTMLTemplateElement,Interface,HTML5,13
Window.ondevicelight,Property,HTML5,13
Window.oninvalid,Property,HTML5,13
Window.devicelight,Event,Ambient Light Event,13
DeviceLightEvent.value,Property,Ambient Light Event,13
DeviceLightEvent,Interface,Ambient Light Event,13
MediaStream.stop,Method,Media Capture API,13
RTCStatsProvider.getStats,Method,Object RTC (ORTC) API,13
RTCStatsProvider.msGetStats,Method,Object RTC (ORTC) API,13
RTCStatsProvider,Interface,Object RTC (ORTC) API,13
SVGStyleElement.disabled,Property,Scalable Vector Graphics (SVG) 1.1,13
CSSStyleDeclaration.webkitUserModify,Property,none,13
Console.exception,Method,none,13
Console.table,Method,none,13
Console.memory,Property,none,13
Console,Property,none,13
ListeningStateChangedEvent.label,Property,none,13
ListeningStateChangedEvent.state,Property,none,13
ListeningStateChangedEvent,Interface,none,13
CSSStyleDeclaration.lineBreak,Property,CSSText,14
HTMLBodyElement.onafterprint,Property,HTML5,14
